! New Baselines version (Jun 2009), based on (version 9B1) Common Assumptions CMP
! 2020D09E Level of Development Assumptions
! source spreadsheet: FIXED_BST_SWP_SOD_2021DCR_Oct2021_Public_3.18.24.xlsm
swp_3pattern_demands
contractor       month            percent          demand           remainDemand
               39                5               50             0.08            12.47
               39                6               50             0.08            12.39
               39                7               50             0.08            12.31
               39                8               50             0.08            12.24
               39                9               50             0.08            12.16
               39               10               50             0.08            12.08
               39               11               50             0.15            12.00
               39               12               50             0.22            11.85
               39                1               50             0.22            11.63
               39                2               50             0.22            11.42
               39                3               50            11.20            11.20
                1                4               30             1.71            41.73
                1                5               30             1.55            40.02
                1                6               30             1.40            38.47
                1                7               30             2.75            37.07
                1                8               30             2.43            34.32
                1                9               30             4.03            31.89
                1               10               30             6.65            27.87
                1               11               30             7.01            21.21
                1               12               30             5.78            14.20
                1                1               30             4.53             8.41
                1                2               30             2.30             3.88
                1                3               30             1.58             1.58
                2                4               30             1.48            31.98
                2                5               30             1.12            30.50
                2                6               30             2.11            29.38
                2                7               30             2.84            27.27
                2                8               30             2.41            24.43
                2                9               30             3.05            22.02
                2               10               30             1.71            18.97
                2               11               30             2.35            17.26
                2               12               30             2.96            14.90
                2                1               30             3.34            11.95
                2                2               30             3.95             8.61
                2                3               30             4.66             4.66
                3                4               30             1.45            33.87
                3                5               30             1.45            32.42
                3                6               30             1.45            30.98
                3                7               30             2.36            29.53
                3                8               30             3.46            27.17
                3                9               30             3.65            23.71
                3               10               30             3.72            20.07
                3               11               30             3.63            16.35
                3               12               30             2.73            12.72
                3                1               30             2.44             9.99
                3                2               30             3.30             7.55
                3                3               30             4.24             4.24
                4                4               30             6.54           129.17
                4                5               30             4.95           122.63
                4                6               30             5.42           117.68
                4                7               30             6.20           112.26
                4                8               30             7.92           106.06
                4                9               30            12.58            98.15
                4               10               30            17.53            85.57
                4               11               30            18.21            68.03
                4               12               30            16.97            49.82
                4                1               30            14.20            32.85
                4                2               30            10.58            18.66
                4                3               30             8.08             8.08
                5                4               30             0.00             5.23
                5                5               30             0.00             5.23
                5                6               30             0.00             5.23
                5                7               30             0.00             5.23
                5                8               30             5.23             5.23
                5                9               30             0.00             0.00
                5               10               30             0.00             0.00
                5               11               30             0.00             0.00
                5               12               30             0.00             0.00
                5                1               30             0.00             0.00
                5                2               30             0.00             0.00
                5                3               30             0.00             0.00
                6                4               30             0.00            82.50
                6                5               30             0.00            82.50
                6                6               30             2.49            82.50
                6                7               30             5.97            80.01
                6                8               30             8.89            74.04
                6                9               30            11.93            65.15
                6               10               30            14.04            53.22
                6               11               30            13.21            39.18
                6               12               30            10.21            25.97
                6                1               30             7.11            15.76
                6                2               30             5.42             8.65
                6                3               30             3.23             3.23
                7                4               30             0.00             9.60
                7                5               30             0.00             9.60
                7                6               30             0.00             9.60
                7                7               30             0.00             9.60
                7                8               30             0.00             9.60
                7                9               30             3.00             9.60
                7               10               30             3.00             6.60
                7               11               30             3.00             3.60
                7               12               30             0.60             0.60
                7                1               30             0.00             0.00
                7                2               30             0.00             0.00
                7                3               30             0.00             0.00
                8                4               30             0.00           103.76
                8                5               30             0.00           103.76
                8                6               30             0.00           103.76
                8                7               30             2.03           103.76
                8                8               30             2.59           101.74
                8                9               30             0.00            99.14
                8               10               30             0.00            99.14
                8               11               30             5.54            99.14
                8               12               30            13.03            93.60
                8                1               30            21.36            80.57
                8                2               30            29.99            59.21
                8                3               30            29.22            29.22
                9                4               30             0.02            27.50
                9                5               30             0.02            27.48
                9                6               30             0.02            27.46
                9                7               30             0.02            27.44
                9                8               30             0.02            27.42
                9                9               30             0.03            27.39
                9               10               30             0.03            27.37
                9               11               30             0.03            27.33
                9               12               30             0.03            27.30
                9                1               30             0.02            27.28
                9                2               30             0.05            27.25
                9                3               30            27.21            27.21
               10                4               30             0.00             9.31
               10                5               30             0.00             9.31
               10                6               30             0.00             9.31
               10                7               30             0.00             9.31
               10                8               30             0.00             9.31
               10                9               30             0.00             9.31
               10               10               30             0.61             9.31
               10               11               30             2.97             8.69
               10               12               30             1.44             5.73
               10                1               30             1.42             4.28
               10                2               30             1.43             2.87
               10                3               30             1.44             1.44
               11                4               30             0.55             5.80
               11                5               30             0.37             5.25
               11                6               30             0.35             4.88
               11                7               30             0.36             4.53
               11                8               30             0.65             4.17
               11                9               30             1.03             3.52
               11               10               30             1.12             2.49
               11               11               30             0.93             1.37
               11               12               30             0.45             0.45
               11                1               30             0.00             0.00
               11                2               30             0.00             0.00
               11                3               30             0.00             0.00
               12                4               30             0.00            44.60
               12                5               30             0.00            44.60
               12                6               30             0.00            44.60
               12                7               30             1.78            44.60
               12                8               30             2.28            42.82
               12                9               30             0.00            40.54
               12               10               30             0.00            40.54
               12               11               30             2.43            40.54
               12               12               30             5.47            38.11
               12                1               30             8.72            32.64
               12                2               30            13.99            23.92
               12                3               30             9.93             9.93
               13                4               30             1.03            37.42
               13                5               30             1.10            36.39
               13                6               30             1.17            35.28
               13                7               30             1.31            34.11
               13                8               30             1.76            32.80
               13                9               30             4.45            31.04
               13               10               30             7.92            26.59
               13               11               30             8.19            18.67
               13               12               30             4.03            10.48
               13                1               30             3.33             6.46
               13                2               30             1.90             3.13
               13                3               30             1.23             1.23
               14                4               30             0.00             2.80
               14                5               30             0.00             2.80
               14                6               30             0.00             2.80
               14                7               30             0.05             2.80
               14                8               30             0.07             2.75
               14                9               30             0.76             2.68
               14               10               30             1.67             1.91
               14               11               30             0.25             0.25
               14               12               30             0.00             0.00
               14                1               30             0.00             0.00
               14                2               30             0.00             0.00
               14                3               30             0.00             0.00
               15                4               30             8.19           134.60
               15                5               30            11.88           126.41
               15                6               30            15.20           114.53
               15                7               30            18.81            99.33
               15                8               30            12.97            80.52
               15                9               30            19.83            67.55
               15               10               30            23.82            47.73
               15               11               30            17.62            23.90
               15               12               30             2.30             6.28
               15                1               30             1.36             3.98
               15                2               30             0.54             2.61
               15                3               30             2.07             2.07
               16                4               30             6.45           471.77
               16                5               30             5.61           465.32
               16                6               30             3.73           459.71
               16                7               30             4.14           455.98
               16                8               30            24.85           451.84
               16                9               30            84.58           426.99
               16               10               30           136.18           342.40
               16               11               30           116.48           206.22
               16               12               30            44.18            89.74
               16                1               30            29.22            45.56
               16                2               30            10.35            16.34
               16                3               30             5.99             5.99
               17                4               30             0.37           117.66
               17                5               30             0.98           117.30
               17                6               30             2.34           116.32
               17                7               30             9.96           113.98
               17                8               30            24.64           104.02
               17                9               30            39.75            79.38
               17               10               30            15.21            39.63
               17               11               30            11.12            24.42
               17               12               30             6.05            13.30
               17                1               30             3.45             7.25
               17                2               30             3.08             3.80
               17                3               30             0.72             0.72
               18                4               30             0.58           114.12
               18                5               30             4.76           113.54
               18                6               30             2.85           108.78
               18                7               30            10.17           105.92
               18                8               30            16.96            95.76
               18                9               30            25.35            78.79
               18               10               30            20.39            53.44
               18               11               30            15.23            33.06
               18               12               30             9.95            17.83
               18                1               30             4.38             7.87
               18                2               30             2.59             3.50
               18                3               30             0.90             0.90
               19                4               30             0.84           106.68
               19                5               30             3.01           105.84
               19                6               30             1.95           102.83
               19                7               30             4.86           100.88
               19                8               30            11.38            96.02
               19                9               30            27.23            84.64
               19               10               30            27.61            57.42
               19               11               30            19.32            29.81
               19               12               30             7.00            10.49
               19                1               30             2.83             3.48
               19                2               30             0.33             0.65
               19                3               30             0.32             0.32
               20                4               30             0.17             2.30
               20                5               30             0.14             2.13
               20                6               30             0.14             1.98
               20                7               30             0.14             1.84
               20                8               30             0.14             1.70
               20                9               30             0.24             1.55
               20               10               30             0.24             1.31
               20               11               30             0.21             1.07
               20               12               30             0.21             0.86
               20                1               30             0.24             0.65
               20                2               30             0.21             0.42
               20                3               30             0.21             0.21
               21                4               30             0.28            79.25
               21                5               30             0.28            78.97
               21                6               30             0.28            78.69
               21                7               30             0.36            78.41
               21                8               30             0.37            78.05
               21                9               30             0.41            77.68
               21               10               30             0.47            77.28
               21               11               30            19.38            76.81
               21               12               30            17.80            57.43
               21                1               30            15.35            39.63
               21                2               30            13.42            24.27
               21                3               30            10.86            10.86
               22                4               30             0.00             0.00
               22                5               30             0.00             0.00
               22                6               30             0.00             0.00
               22                7               30             0.00             0.00
               22                8               30             0.00             0.00
               22                9               30             0.00             0.00
               22               10               30             0.00             0.00
               22               11               30             0.00             0.00
               22               12               30             0.00             0.00
               22                1               30             0.00             0.00
               22                2               30             0.00             0.00
               22                3               30             0.00             0.00
               23                4               30             1.98           195.98
               23                5               30             1.76           194.00
               23                6               30             1.63           192.24
               23                7               30             7.54           190.61
               23                8               30             6.83           183.07
               23                9               30            13.67           176.24
               23               10               30            24.61           162.57
               23               11               30            26.40           137.96
               23               12               30            13.75           111.56
               23                1               30            26.19            97.81
               23                2               30            21.71            71.62
               23                3               30            49.91            49.91
               24                4               30            30.74          1273.46
               24                5               30            51.08          1242.73
               24                6               30            53.92          1191.65
               24                7               30            96.92          1137.73
               24                8               30            89.35          1040.81
               24                9               30            90.42           951.46
               24               10               30            71.20           861.04
               24               11               30            71.20           789.84
               24               12               30           145.76           718.64
               24                1               30           203.18           572.88
               24                2               30           188.73           369.71
               24                3               30           180.97           180.97
               25                4               30             0.00           267.57
               25                5               30             0.00           267.57
               25                6               30             0.00           267.57
               25                7               30             6.84           267.57
               25                8               30            14.32           260.73
               25                9               30            32.29           246.41
               25               10               30            40.44           214.12
               25               11               30            48.85           173.68
               25               12               30            44.10           124.83
               25                1               30            36.84            80.73
               25                2               30            28.55            43.89
               25                3               30            15.34            15.34
               26                4               30             6.83            78.78
               26                5               30             6.83            71.95
               26                6               30             6.84            65.12
               26                7               30             6.83            58.28
               26                8               30             6.84            51.45
               26                9               30             6.84            44.61
               26               10               30             6.85            37.77
               26               11               30             6.85            30.92
               26               12               30             6.85            24.07
               26                1               30             6.84            17.23
               26                2               30             5.47            10.39
               26                3               30             4.92             4.92
               27                4               30             0.65            23.72
               27                5               30             0.68            23.07
               27                6               30             0.29            22.39
               27                7               30             1.30            22.10
               27                8               30             0.97            20.81
               27                9               30             3.02            19.83
               27               10               30             3.93            16.81
               27               11               30             3.16            12.88
               27               12               30             2.57             9.73
               27                1               30             2.29             7.16
               27                2               30             2.51             4.87
               27                3               30             2.36             2.36
               28                4               30             0.00             5.07
               28                5               30             0.00             5.07
               28                6               30             0.21             5.07
               28                7               30             0.42             4.86
               28                8               30             0.63             4.44
               28                9               30             0.82             3.81
               28               10               30             1.18             2.99
               28               11               30             0.97             1.81
               28               12               30             0.24             0.83
               28                1               30             0.59             0.59
               28                2               30             0.00             0.00
               28                3               30             0.00             0.00
               29                4               30             0.40            19.43
               29                5               30             0.20            19.03
               29                6               30             1.24            18.83
               29                7               30             1.64            17.59
               29                8               30             1.64            15.95
               29                9               30             2.08            14.30
               29               10               30             1.84            12.23
               29               11               30             2.89            10.39
               29               12               30             2.38             7.49
               29                1               30             1.91             5.12
               29                2               30             1.67             3.21
               29                3               30             1.54             1.54
               30                4               30             0.00            95.35
               30                5               30             0.00            95.35
               30                6               30             0.40            95.35
               30                7               30             1.99            94.95
               30                8               30             4.37            92.97
               30                9               30             7.20            88.60
               30               10               30             9.98            81.40
               30               11               30            10.52            71.43
               30               12               30            16.28            60.90
               30                1               30            17.37            44.62
               30                2               30            14.04            27.25
               30                3               30            13.21            13.21
               31                4               30             0.00            28.80
               31                5               30             0.00            28.80
               31                6               30             0.00            28.80
               31                7               30             0.00            28.80
               31                8               30             0.00            28.80
               31                9               30             7.68            28.80
               31               10               30             9.75            21.12
               31               11               30             9.75            11.37
               31               12               30             1.63             1.63
               31                1               30             0.00             0.00
               31                2               30             0.00             0.00
               31                3               30             0.00             0.00
               32                4               30             0.00            16.68
               32                5               30             0.08            16.68
               32                6               30             0.44            16.59
               32                7               30             0.76            16.15
               32                8               30             1.56            15.39
               32                9               30             4.99            13.83
               32               10               30             4.52             8.84
               32               11               30             1.70             4.32
               32               12               30             1.23             2.62
               32                1               30             0.50             1.39
               32                2               30             0.45             0.89
               32                3               30             0.45             0.45
               33                4               30             1.73            21.42
               33                5               30             1.75            19.69
               33                6               30             1.80            17.94
               33                7               30             1.83            16.15
               33                8               30             1.90            14.31
               33                9               30             1.91            12.42
               33               10               30             1.95            10.51
               33               11               30             1.93             8.56
               33               12               30             1.84             6.63
               33                1               30             1.80             4.79
               33                2               30             1.46             2.99
               33                3               30             1.54             1.54
               34                4               30             3.00            44.06
               34                5               30             2.82            41.05
               34                6               30             2.92            38.23
               34                7               30             3.32            35.31
               34                8               30             4.08            31.99
               34                9               30             4.62            27.91
               34               10               30             4.77            23.29
               34               11               30             4.76            18.52
               34               12               30             4.33            13.77
               34                1               30             4.14             9.44
               34                2               30             2.23             5.30
               34                3               30             3.08             3.08
               35                4               30             0.00            93.68
               35                5               30             0.00            93.68
               35                6               30             0.00            93.68
               35                7               30             2.48            93.68
               35                8               30             7.14            91.20
               35                9               30             2.67            84.06
               35               10               30             8.17            81.39
               35               11               30            11.04            73.22
               35               12               30            18.65            62.18
               35                1               30            20.32            43.53
               35                2               30            12.92            23.21
               35                3               30            10.29            10.29
               36                4               30             7.63            37.78
               36                5               30             0.69            30.15
               36                6               30             0.69            29.46
               36                7               30             7.63            28.76
               36                8               30             8.68            21.13
               36                9               30             7.25            12.45
               36               10               30             1.74             5.21
               36               11               30             1.74             3.47
               36               12               30             0.87             1.74
               36                1               30             0.87             0.87
               36                2               30             0.00             0.00
               36                3               30             0.00             0.00
               37                4               30             0.00            87.47
               37                5               30             0.00            87.47
               37                6               30             0.00            87.47
               37                7               30             0.00            87.47
               37                8               30             0.00            87.47
               37                9               30             0.00            87.47
               37               10               30            11.67            87.47
               37               11               30            25.80            75.80
               37               12               30            12.50            50.00
               37                1               30            12.50            37.50
               37                2               30            12.50            25.00
               37                3               30            12.50            12.50
               38                4               30             0.00             7.45
               38                5               30             0.00             7.45
               38                6               30             0.00             7.45
               38                7               30             0.00             7.45
               38                8               30             0.00             7.45
               38                9               30             0.00             7.45
               38               10               30             0.00             7.45
               38               11               30             0.00             7.45
               38               12               30             0.00             7.45
               38                1               30             0.00             7.45
               38                2               30             7.45             7.45
               38                3               30             0.00             0.00
               39                4               30             0.08            12.55
               39                5               30             0.08            12.47
               39                6               30             0.08            12.39
               39                7               30             0.08            12.31
               39                8               30             0.08            12.24
               39                9               30             0.08            12.16
               39               10               30             0.08            12.08
               39               11               30             0.08            12.00
               39               12               30             0.08            11.92
               39                1               30             0.24            11.84
               39                2               30             0.31            11.60
               39                3               30            11.29            11.29
